                 STARTED     PID    PPID USER     CMD
Tue Jun  3 18:49:06 2025    6228    5786 aiegoo   /usr/libexec/evolution-data-server/evolution-alarm-notify
Tue Jun  3 18:49:06 2025    6253    6117 aiegoo   /usr/libexec/ibus-dconf
Tue Jun  3 18:49:06 2025    6266    6117 aiegoo   /usr/libexec/ibus-extension-gtk3
Tue Jun  3 18:49:06 2025    6275    2911 aiegoo   /usr/libexec/ibus-x11 --kill-daemon
Tue Jun  3 18:49:06 2025    6285    2911 aiegoo   /usr/libexec/gsd-printer
Tue Jun  3 18:49:06 2025    6289    2911 aiegoo   /usr/libexec/ibus-portal
Tue Jun  3 18:49:06 2025    6294    2911 aiegoo   /usr/libexec/gvfs-udisks2-volume-monitor
Tue Jun  3 18:49:06 2025    6301    2911 aiegoo   /usr/libexec/goa-daemon
Tue Jun  3 18:49:06 2025    6395    2911 aiegoo   /usr/libexec/gvfs-afc-volume-monitor
Tue Jun  3 18:49:07 2025    6418    2911 aiegoo   /usr/libexec/evolution-calendar-factory
Tue Jun  3 18:49:07 2025    6422    2911 aiegoo   /usr/libexec/gvfs-mtp-volume-monitor
Tue Jun  3 18:49:07 2025    6432    2911 aiegoo   /usr/libexec/goa-identity-service
Tue Jun  3 18:49:07 2025    6442    2911 aiegoo   /usr/libexec/gvfs-gphoto2-volume-monitor
Tue Jun  3 18:49:07 2025    6468    2911 aiegoo   /usr/libexec/gvfs-goa-volume-monitor
Tue Jun  3 18:49:07 2025    6480    2911 aiegoo   /usr/libexec/evolution-addressbook-factory
Tue Jun  3 18:49:07 2025    6510    2911 aiegoo   /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
Tue Jun  3 18:49:07 2025    6525    6117 aiegoo   /usr/libexec/ibus-engine-simple
Tue Jun  3 18:49:07 2025    6534    2911 aiegoo   /usr/libexec/tracker-miner-fs-3
Tue Jun  3 18:49:08 2025    6595    4078 aiegoo   /usr/libexec/gvfsd-trash --spawner :1.12 /org/gtk/gvfs/exec_spaw/0
Tue Jun  3 18:49:08 2025    6617    2911 aiegoo   /usr/libexec/xdg-desktop-portal
Tue Jun  3 18:49:09 2025    6622    2911 aiegoo   /usr/libexec/xdg-desktop-portal-gnome
Tue Jun  3 18:49:09 2025    6695       1 rtkit    /usr/libexec/rtkit-daemon
Tue Jun  3 18:49:09 2025    6698    2911 aiegoo   /usr/libexec/xdg-desktop-portal-gtk
Tue Jun  3 18:49:10 2025    6703    5834 aiegoo   gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
Tue Jun  3 18:49:10 2025    6814    2911 aiegoo   /usr/libexec/gvfsd-metadata
Tue Jun  3 18:49:37 2025    7586       1 aiegoo   /usr/bin/x11vnc -forever -loop -noxdamage -display :0 -rfbport 5900
Tue Jun  3 18:49:38 2025    7733    7586 aiegoo   /usr/bin/x11vnc -forever -loop -noxdamage -display :0 -rfbport 5900
Tue Jun  3 18:49:52 2025    8180       1 root     /usr/bin/crowdsec -c /etc/crowdsec/config.yaml
Tue Jun  3 18:49:55 2025    8275    8180 root     journalctl --follow -n 0 _SYSTEMD_UNIT=ssh.service
Tue Jun  3 18:50:06 2025    8637    5786 aiegoo   /usr/bin/update-notifier
Tue Jun  3 18:52:53 2025   12512       2 root     [kworker/R-tls-strp]
Tue Jun  3 18:58:53 2025   15146    2911 aiegoo   tmux
Tue Jun  3 18:59:26 2025   16082    5834 aiegoo   /usr/bin/xfce4-terminal
Tue Jun  3 18:59:26 2025   16091    2911 aiegoo   /usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd
Tue Jun  3 18:59:26 2025   16105   16082 aiegoo   bash
Tue Jun  3 18:59:26 2025   16121   16105 aiegoo   tmux
Tue Jun  3 18:59:26 2025   16122   15146 aiegoo   -bash
Tue Jun  3 19:00:38 2025   17229    5834 aiegoo   /opt/google/chrome/chrome
Tue Jun  3 19:00:38 2025   17236   17229 aiegoo   cat
Tue Jun  3 19:00:38 2025   17237   17229 aiegoo   cat
Tue Jun  3 19:00:38 2025   17242    2911 aiegoo   /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/aiegoo/.config/google-chrome/Crash Reports --metrics-dir=/home/aiegoo/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.2 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=136.0.7103.113 --initial-client-fd=5 --shared-client-connection
Tue Jun  3 19:00:38 2025   17244    2911 aiegoo   /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/aiegoo/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.2 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=136.0.7103.113 --initial-client-fd=4 --shared-client-connection
Tue Jun  3 19:00:38 2025   17250   17229 aiegoo   /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable
Tue Jun  3 19:00:38 2025   17251   17229 aiegoo   /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable
Tue Jun  3 19:00:39 2025   17253   17251 aiegoo   /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable
Tue Jun  3 19:00:39 2025   17269       2 root     [nvidia-drm/timeline-1f]
Tue Jun  3 19:00:39 2025   17285   17250 aiegoo   /opt/google/chrome/chrome --type=gpu-process --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:00:39 2025   17286   17229 aiegoo   /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:00:39 2025   17299       2 root     [nvidia-drm/timeline-20]
Tue Jun  3 19:00:39 2025   17300   17285 aiegoo   /opt/google/chrome/chrome --type=broker
Tue Jun  3 19:00:51 2025   17434   17253 aiegoo   /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:00:59 2025   17687   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=746561127 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:01 2025   17719   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=748444702 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:01 2025   17736   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=748474077 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:01 2025   17740   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=748478519 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:01 2025   17766   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=748687355 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:01 2025   17783   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=748957839 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:03 2025   17858   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=750292102 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:01:04 2025   17887   17229 aiegoo   /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:04:46 2025   20727    2911 aiegoo   /usr/lib/virtualbox/VBoxXPCOMIPCD
Tue Jun  3 19:04:46 2025   20734    2911 aiegoo   /usr/lib/virtualbox/VBoxSVC --auto-shutdown
Tue Jun  3 19:05:08 2025   22088       2 root     [kworker/R-dio/sda2]
Tue Jun  3 19:05:28 2025   23072    3185 aiegoo   /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
Tue Jun  3 19:18:45 2025   38995    5834 aiegoo   /usr/lib/virtualbox/VirtualBox
Tue Jun  3 19:22:12 2025   41652   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=66 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=2019016525 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Tue Jun  3 19:28:54 2025   46333       1 root     /usr/libexec/fwupd/fwupd
Tue Jun  3 19:45:22 2025   57756       1 logstash /usr/share/logstash/jdk/bin/java -Xms1g -Xmx1g -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=75 -XX:+UseCMSInitiatingOccupancyOnly -Djava.awt.headless=true -Dfile.encoding=UTF-8 -Djruby.compile.invokedynamic=true -Djruby.jit.threshold=0 -Djruby.regexp.interruptible=true -XX:+HeapDumpOnOutOfMemoryError -Djava.security.egd=file:/dev/urandom -Dlog4j2.isThreadContextMapInheritable=true -cp /usr/share/logstash/logstash-core/lib/jars/animal-sniffer-annotations-1.14.jar:/usr/share/logstash/logstash-core/lib/jars/checker-compat-qual-2.0.0.jar:/usr/share/logstash/logstash-core/lib/jars/commons-codec-1.14.jar:/usr/share/logstash/logstash-core/lib/jars/commons-compiler-3.1.0.jar:/usr/share/logstash/logstash-core/lib/jars/commons-logging-1.2.jar:/usr/share/logstash/logstash-core/lib/jars/error_prone_annotations-2.1.3.jar:/usr/share/logstash/logstash-core/lib/jars/google-java-format-1.1.jar:/usr/share/logstash/logstash-core/lib/jars/guava-24.1.1-jre.jar:/usr/share/logstash/logstash-core/lib/jars/j2objc-annotations-1.1.jar:/usr/share/logstash/logstash-core/lib/jars/jackson-annotations-2.9.10.jar:/usr/share/logstash/logstash-core/lib/jars/jackson-core-2.9.10.jar:/usr/share/logstash/logstash-core/lib/jars/jackson-databind-2.9.10.8.jar:/usr/share/logstash/logstash-core/lib/jars/jackson-dataformat-cbor-2.9.10.jar:/usr/share/logstash/logstash-core/lib/jars/jackson-dataformat-yaml-2.9.10.jar:/usr/share/logstash/logstash-core/lib/jars/janino-3.1.0.jar:/usr/share/logstash/logstash-core/lib/jars/javassist-3.26.0-GA.jar:/usr/share/logstash/logstash-core/lib/jars/jruby-complete-9.2.20.1.jar:/usr/share/logstash/logstash-core/lib/jars/jsr305-1.3.9.jar:/usr/share/logstash/logstash-core/lib/jars/log4j-1.2-api-2.17.0.jar:/usr/share/logstash/logstash-core/lib/jars/log4j-api-2.17.0.jar:/usr/share/logstash/logstash-core/lib/jars/log4j-core-2.17.0.jar:/usr/share/logstash/logstash-core/lib/jars/log4j-jcl-2.17.0.jar:/usr/share/logstash/logstash-core/lib/jars/log4j-slf4j-impl-2.17.0.jar:/usr/share/logstash/logstash-core/lib/jars/logstash-core.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.commands-3.6.0.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.contenttype-3.4.100.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.expressions-3.4.300.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.filesystem-1.3.100.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.jobs-3.5.100.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.resources-3.7.100.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.core.runtime-3.7.0.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.equinox.app-1.3.100.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.equinox.common-3.6.0.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.equinox.preferences-3.4.1.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.equinox.registry-3.5.101.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.jdt.core-3.10.0.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.osgi-3.7.1.jar:/usr/share/logstash/logstash-core/lib/jars/org.eclipse.text-3.5.101.jar:/usr/share/logstash/logstash-core/lib/jars/reflections-0.9.11.jar:/usr/share/logstash/logstash-core/lib/jars/slf4j-api-1.7.30.jar:/usr/share/logstash/logstash-core/lib/jars/snakeyaml-1.23.jar org.logstash.Logstash --path.settings /etc/logstash
Tue Jun  3 21:19:58 2025  110772       2 root     [nvidia-drm/timeline-21]
Tue Jun  3 21:19:58 2025  110783    4078 aiegoo   /usr/libexec/gvfsd-network --spawner :1.12 /org/gtk/gvfs/exec_spaw/1
Tue Jun  3 21:19:58 2025  110792    4078 aiegoo   /usr/libexec/gvfsd-smb-browse --spawner :1.12 /org/gtk/gvfs/exec_spaw/2
Tue Jun  3 21:19:59 2025  110812    4078 aiegoo   /usr/libexec/gvfsd-dnssd --spawner :1.12 /org/gtk/gvfs/exec_spaw/3
Wed Jun  4 07:39:27 2025  410232    2911 aiegoo   /usr/bin/gnome-text-editor /home/aiegoo/Downloads/data_logs_small_no_time_1.data.ndjson
Wed Jun  4 07:39:28 2025  410263       2 root     [nvidia-drm/timeline-22]
Wed Jun  4 13:53:54 2025  588482       2 root     [nvidia-drm/timeline-23]
Wed Jun  4 15:36:25 2025  639835   15146 aiegoo   -bash
Wed Jun  4 15:39:45 2025  642685    2911 aiegoo   /usr/libexec/gnome-terminal-server
Wed Jun  4 15:39:46 2025  642697  642685 aiegoo   bash
Wed Jun  4 15:39:46 2025  642712  642697 aiegoo   tmux
Wed Jun  4 15:39:46 2025  642713   15146 aiegoo   -bash
Wed Jun  4 16:11:32 2025  662196    2731 aiegoo   /usr/bin/anydesk --backend
Wed Jun  4 16:15:16 2025  664841    2911 aiegoo   /usr/bin/snap userd
Wed Jun  4 16:20:15 2025  668204   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1743 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=77502415101 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Wed Jun  4 21:44:36 2025  839954       1 root     python3 /usr/lib/software-properties/software-properties-dbus
Wed Jun  4 21:44:38 2025  840350       1 root     /usr/libexec/ubuntu-advantage-desktop-daemon
Wed Jun  4 23:03:39 2025  880084   15146 aiegoo   -bash
Wed Jun  4 23:10:03 2025  885715    2911 aiegoo   /usr/bin/nautilus --gapplication-service
Wed Jun  4 23:10:04 2025  885743       2 root     [nvidia-drm/timeline-28]
Wed Jun  4 23:10:04 2025  885753    4078 aiegoo   /usr/libexec/gvfsd-recent --spawner :1.12 /org/gtk/gvfs/exec_spaw/10
Wed Jun  4 23:45:23 2025  907367   15146 aiegoo   -bash
Thu Jun  5 01:52:01 2025  974995       2 root     [kworker/R-uas]
Thu Jun  5 09:55:36 2025 1213789   15146 aiegoo   -bash
Thu Jun  5 11:16:13 2025 1255040   15146 aiegoo   -bash
Thu Jun  5 21:55:51 2025 1609420  642685 aiegoo   bash
Thu Jun  5 21:55:52 2025 1609434 1609420 aiegoo   tmux
Thu Jun  5 21:55:52 2025 1609435   15146 aiegoo   -bash
Thu Jun  5 22:26:29 2025 1631257  642685 aiegoo   bash
Thu Jun  5 22:26:29 2025 1631270 1631257 aiegoo   tmux
Thu Jun  5 22:26:29 2025 1631271   15146 aiegoo   -bash
Thu Jun  5 22:52:45 2025 1656313    5834 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --password-store=basic --disable-features=TFLiteLanguageDetectionEnabled
Thu Jun  5 22:52:48 2025 1656452    2911 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/aiegoo/snap/chromium/common/chromium/Crash Reports --annotation=channel=snap --annotation=lsb-release=Ubuntu Core 22 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=137.0.7151.55 --initial-client-fd=5 --shared-client-connection
Thu Jun  5 22:52:48 2025 1656454    2911 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/aiegoo/snap/chromium/common/chromium/Crash Reports --annotation=channel=snap --annotation=lsb-release=Ubuntu Core 22 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=137.0.7151.55 --initial-client-fd=4 --shared-client-connection
Thu Jun  5 22:52:48 2025 1656458 1656313 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable
Thu Jun  5 22:52:48 2025 1656459 1656313 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=zygote --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable
Thu Jun  5 22:52:48 2025 1656461 1656459 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=zygote --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable
Thu Jun  5 22:52:49 2025 1656531 1656458 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=gpu-process --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Thu Jun  5 22:52:49 2025 1656542 1656313 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Thu Jun  5 22:52:49 2025 1656553 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Thu Jun  5 22:52:49 2025 1656576       2 root     [nvidia-drm/timeline-2e]
Thu Jun  5 22:52:49 2025 1656577       2 root     [nvidia-drm/timeline-2f]
Thu Jun  5 22:52:49 2025 1656590 1656531 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=broker
Fri Jun  6 15:43:30 2025 2393550  642685 aiegoo   bash
Fri Jun  6 15:43:30 2025 2393563 2393550 aiegoo   tmux
Fri Jun  6 15:43:30 2025 2393564   15146 aiegoo   -bash
Fri Jun  6 16:02:46 2025 2410682 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=249253870630 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Fri Jun  6 16:03:09 2025 2410981 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=249276283616 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Fri Jun  6 16:03:10 2025 2411018 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=249277185620 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Fri Jun  6 16:03:10 2025 2411029 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=249277790763 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Fri Jun  6 16:03:11 2025 2411038 1656313 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Fri Jun  6 16:03:47 2025 2411545 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=37 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=249314735069 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Fri Jun  6 21:27:51 2025 2698029  642685 aiegoo   bash
Fri Jun  6 21:27:51 2025 2698042 2698029 aiegoo   tmux
Fri Jun  6 21:27:51 2025 2698043   15146 aiegoo   -bash
Fri Jun  6 21:55:50 2025 2727527       2 root     [psimon]
Fri Jun  6 21:55:50 2025 2727880       1 root     /usr/lib/postfix/sbin/master -w
Fri Jun  6 21:55:50 2025 2727882 2727880 postfix  qmgr -l -t unix -u
Fri Jun  6 21:55:59 2025 2737815       1 syslog   /usr/sbin/rsyslogd -n -iNONE
Fri Jun  6 23:01:37 2025 2992512       1 wazuh-d+ /usr/share/wazuh-dashboard/node/bin/node --no-warnings --max-http-header-size=65536 --unhandled-rejections=warn /usr/share/wazuh-dashboard/src/cli/dist
